[1/9 17:38:28] Players: 19, RAMused: 69.2 MB
[1/9 17:35:27] Players: 19, RAMused: 68.67 MB
[1/9 17:32:27] Players: 20, RAMused: 66.55 MB
[1/9 17:29:27] Players: 20, RAMused: 66.57 MB
[1/9 17:26:27] Players: 18, RAMused: 64.17 MB
[1/9 17:23:27] Players: 19, RAMused: 61.59 MB
[1/9 17:20:28] Players: 20, RAMused: 61.25 MB
[1/9 17:17:27] Players: 20, RAMused: 56.67 MB
[1/9 17:11:07] Players: 20, RAMused: 74.3 MB
[1/9 17:08:07] Players: 19, RAMused: 73.76 MB
[1/9 17:05:07] Players: 18, RAMused: 72.41 MB
[1/9 17:02:07] Players: 17, RAMused: 72.75 MB
[1/9 16:59:07] Players: 17, RAMused: 72.02 MB
[1/9 16:56:07] Players: 16, RAMused: 70.75 MB
[1/9 16:53:07] Players: 16, RAMused: 71.08 MB
[1/9 16:50:07] Players: 15, RAMused: 67.97 MB
[1/9 16:47:07] Players: 13, RAMused: 67.89 MB
[1/9 16:44:07] Players: 15, RAMused: 68.3 MB
[1/9 16:41:07] Players: 16, RAMused: 65.37 MB
[1/9 16:38:07] Players: 14, RAMused: 63.51 MB
[1/9 16:35:08] Players: 12, RAMused: 60.95 MB
[1/9 16:32:08] Players: 10, RAMused: 56.37 MB
[1/8 18:32:37] Players: 12, RAMused: 62.11 MB
[1/8 18:29:37] Players: 12, RAMused: 60.55 MB
[1/8 18:26:37] Players: 12, RAMused: 55.82 MB
[1/8 18:15:23] Players: 13, RAMused: 72.18 MB
[1/8 18:12:23] Players: 13, RAMused: 71.84 MB
[1/8 18:09:23] Players: 15, RAMused: 68.86 MB
[1/8 18:06:23] Players: 16, RAMused: 68.46 MB
[1/8 18:03:23] Players: 17, RAMused: 67.56 MB
[1/8 18:00:23] Players: 18, RAMused: 65.86 MB
[1/8 17:57:23] Players: 18, RAMused: 64.86 MB
[1/8 17:54:23] Players: 19, RAMused: 59.59 MB
[1/8 17:51:23] Players: 18, RAMused: 56.14 MB
[1/8 17:41:03] Players: 14, RAMused: 88.7 MB
[1/8 17:38:03] Players: 12, RAMused: 88.51 MB
[1/8 17:35:03] Players: 13, RAMused: 88.81 MB
[1/8 17:32:03] Players: 13, RAMused: 88.26 MB
[1/8 17:29:03] Players: 13, RAMused: 88.75 MB
[1/8 17:26:03] Players: 13, RAMused: 87.27 MB
[1/8 17:23:03] Players: 15, RAMused: 87.48 MB
[1/8 17:20:03] Players: 15, RAMused: 87.11 MB
[1/8 17:17:03] Players: 15, RAMused: 86.53 MB
[1/8 17:14:03] Players: 15, RAMused: 87.21 MB
[1/8 17:11:03] Players: 15, RAMused: 86.98 MB
[1/8 17:08:03] Players: 16, RAMused: 86.23 MB
[1/8 17:05:03] Players: 13, RAMused: 86.07 MB
[1/8 17:02:03] Players: 11, RAMused: 85.57 MB
[1/8 16:59:03] Players: 11, RAMused: 85.02 MB
[1/8 16:56:03] Players: 11, RAMused: 84.22 MB
[1/8 16:53:03] Players: 12, RAMused: 84.64 MB
[1/8 16:50:03] Players: 15, RAMused: 84.75 MB
[1/8 16:47:03] Players: 14, RAMused: 84.29 MB
[1/8 16:44:03] Players: 14, RAMused: 84.11 MB
[1/8 16:41:03] Players: 14, RAMused: 83.87 MB
[1/8 16:38:03] Players: 15, RAMused: 82.66 MB
[1/8 16:35:03] Players: 15, RAMused: 82.45 MB
[1/8 16:32:03] Players: 15, RAMused: 80.49 MB
[1/8 16:29:03] Players: 13, RAMused: 79.77 MB
[1/8 16:26:03] Players: 13, RAMused: 84.57 MB
[1/8 16:23:03] Players: 14, RAMused: 84.5 MB
[1/8 16:20:03] Players: 13, RAMused: 83.49 MB
[1/8 16:17:03] Players: 14, RAMused: 83.35 MB
[1/8 16:14:03] Players: 16, RAMused: 83.01 MB
[1/8 16:11:03] Players: 15, RAMused: 82.4 MB
[1/8 16:08:03] Players: 15, RAMused: 82.12 MB
[1/8 16:05:03] Players: 15, RAMused: 82.19 MB
[1/8 16:02:03] Players: 13, RAMused: 81.32 MB
[1/8 15:59:03] Players: 14, RAMused: 81.02 MB
[1/8 15:56:03] Players: 14, RAMused: 80.56 MB
[1/8 15:53:03] Players: 18, RAMused: 79.91 MB
[1/8 15:50:03] Players: 17, RAMused: 79.58 MB
[1/8 15:47:03] Players: 17, RAMused: 78.99 MB
[1/8 15:44:03] Players: 16, RAMused: 78.83 MB
[1/8 15:41:03] Players: 16, RAMused: 77.64 MB
[1/8 15:38:03] Players: 15, RAMused: 77.86 MB
[1/8 15:35:03] Players: 15, RAMused: 76.84 MB
[1/8 15:32:03] Players: 15, RAMused: 76.86 MB
[1/8 15:29:03] Players: 17, RAMused: 75.6 MB
[1/8 15:26:03] Players: 16, RAMused: 76.81 MB
[1/8 15:23:03] Players: 16, RAMused: 76.55 MB
[1/8 15:20:03] Players: 14, RAMused: 72.6 MB
[1/8 15:17:03] Players: 13, RAMused: 72.78 MB
[1/8 15:14:03] Players: 9, RAMused: 70.45 MB
[1/8 15:08:44] Players: 19, RAMused: 68.5 MB
[1/8 15:05:44] Players: 19, RAMused: 66.04 MB
[1/8 15:02:44] Players: 19, RAMused: 62.61 MB
[1/8 14:59:44] Players: 20, RAMused: 58.67 MB
[1/8 14:56:02] Players: 20, RAMused: 54.88 MB
[1/8 14:52:19] Players: 20, RAMused: 60.7 MB
[1/8 14:49:19] Players: 20, RAMused: 56.67 MB
[1/8 13:51:39] Players: 12, RAMused: 62.91 MB
[1/8 13:48:39] Players: 16, RAMused: 57.17 MB
[1/8 13:44:18] Players: 13, RAMused: 61.1 MB
[1/8 13:41:18] Players: 9, RAMused: 56.38 MB
[1/8 13:36:27] Players: 9, RAMused: 61 MB
[1/8 13:33:27] Players: 8, RAMused: 54.69 MB
[1/8 13:29:32] Players: 7, RAMused: 60.57 MB
[1/8 13:26:32] Players: 6, RAMused: 55.71 MB
[1/4 16:09:09] Players: 13, RAMused: 77.5 MB
[1/4 16:06:09] Players: 13, RAMused: 77.38 MB
[1/4 16:03:09] Players: 14, RAMused: 78.71 MB
[1/4 16:00:09] Players: 12, RAMused: 78.21 MB
[1/4 15:57:09] Players: 13, RAMused: 77.37 MB
[1/4 15:54:09] Players: 14, RAMused: 77.39 MB
[1/4 15:51:09] Players: 15, RAMused: 75.81 MB
[1/4 15:48:09] Players: 13, RAMused: 75.07 MB
[1/4 15:45:09] Players: 11, RAMused: 77.59 MB
[1/4 15:42:09] Players: 10, RAMused: 77.28 MB
[1/4 15:39:09] Players: 10, RAMused: 77.3 MB
[1/4 15:36:09] Players: 9, RAMused: 76.65 MB
[1/4 15:33:09] Players: 9, RAMused: 75.72 MB
[1/4 15:30:09] Players: 8, RAMused: 75.71 MB
[1/4 15:27:09] Players: 9, RAMused: 75.15 MB
[1/4 15:24:09] Players: 8, RAMused: 74.75 MB
[1/4 15:21:09] Players: 7, RAMused: 75.04 MB
[1/4 15:18:09] Players: 7, RAMused: 74.64 MB
[1/4 15:15:10] Players: 8, RAMused: 74.19 MB
[1/4 15:12:09] Players: 8, RAMused: 73.8 MB
[1/4 15:09:09] Players: 10, RAMused: 72.88 MB
[1/4 15:06:09] Players: 9, RAMused: 72.43 MB
[1/4 15:03:09] Players: 8, RAMused: 72.33 MB
[1/4 15:00:09] Players: 9, RAMused: 71.57 MB
[1/4 14:57:09] Players: 9, RAMused: 71.36 MB
[1/4 14:54:09] Players: 8, RAMused: 70.02 MB
[14:51:09] Players: 8, RAMused: 69.44 MB
[14:48:09] Players: 4, RAMused: 69.13 MB
[14:45:09] Players: 12, RAMused: 67.6 MB
[14:42:09] Players: 14, RAMused: 66.14 MB
[14:39:09] Players: 14, RAMused: 63.75 MB
[14:36:09] Players: 14, RAMused: 61.65 MB
[14:33:09] Players: 15, RAMused: 60.91 MB
[14:30:09] Players: 13, RAMused: 55.96 MB
[14:25:28] Players: 15, RAMused: 65.37 MB
[14:22:28] Players: 15, RAMused: 61.04 MB
[14:18:21] Players: 16, RAMused: 56.14 MB
[14:12:54] Players: 16, RAMused: 77.68 MB
[14:09:54] Players: 15, RAMused: 77.59 MB
[14:06:54] Players: 15, RAMused: 76.69 MB
[14:03:54] Players: 15, RAMused: 76.61 MB
[14:00:57] Players: 16, RAMused: 75.14 MB
[13:15:54] Players: 9, RAMused: 54.84 MB
[13:10:53] Players: 11, RAMused: 81.35 MB
[13:07:53] Players: 9, RAMused: 81.02 MB
[13:04:53] Players: 7, RAMused: 80.46 MB
[13:01:53] Players: 6, RAMused: 79.5 MB
[10:59:19] Players: , RAMused: 76.12 MB
[10:55:07] Players: 2, RAMused: 80.58 MB
[10:54:27] Players: , RAMused: 80.3 MB
[10:46:31] Players: 2, RAMused: 78.79 MB
[10:43:31] Players: 2, RAMused: 78.03 MB
[10:40:31] Players: 2, RAMused: 77.71 MB
[10:37:31] Players: 2, RAMused: 76.74 MB
[10:31:27] Players: 3, RAMused: 69.15 MB
[10:28:27] Players: 2, RAMused: 62.05 MB
[10:25:27] Players: 2, RAMused: 52.51 MB
[10:22:27] Players: 1, RAMused: 50.55 MB
[10:19:27] Players: 1, RAMused: 51.18 MB
